"si_id","edt_id","pollutant_standard_id","tribal_code","state_code","county_code","site_number","parameter_code","dv_year","latitude","longitude","address","city_name","county_name","local_site_name","local_site_id","urbanized_area","cbsa_name","state_name","tribe_name","year_0_valid_days","year_0_complete_quarters","year_0_arith_mean","year_0_98th_percentile","year_0_certification_ind","year_1_valid_days","year_1_complete_quarters","year_1_arith_mean","year_1_98th_percentile","year_1_certification_ind","year_2_valid_days","year_2_complete_quarters","year_2_arith_mean","year_2_98th_percentile","year_2_certification_ind","year_0_q1_valid_days","year_0_q2_valid_days","year_0_q3_valid_days","year_0_q4_valid_days","year_1_q1_valid_days","year_1_q2_valid_days","year_1_q3_valid_days","year_1_q4_valid_days","year_2_q1_valid_days","year_2_q2_valid_days","year_2_q3_valid_days","year_2_q4_valid_days","q1_valid_days","q2_valid_days","q3_valid_days","q4_valid_days","year_0_q1_percent_one_day","year_0_q2_percent_one_day","year_0_q3_percent_one_day","year_0_q4_percent_one_day","year_1_q1_percent_one_day","year_1_q2_percent_one_day","year_1_q3_percent_one_day","year_1_q4_percent_one_day","year_2_q1_percent_one_day","year_2_q2_percent_one_day","year_2_q3_percent_one_day","year_2_q4_percent_one_day","q1_min_value","q2_min_value","q3_min_value","q4_min_value","q1_max_value","q2_max_value","q3_max_value","q4_max_value","year_0_first_max","year_0_second_max","year_0_third_max","year_0_fourth_max","year_0_fifth_max","year_0_sixth_max","year_0_seventh_max","year_0_eighth_max","year_1_first_max","year_1_second_max","year_1_third_max","year_1_fourth_max","year_1_fifth_max","year_1_sixth_max","year_1_seventh_max","year_1_eighth_max","year_2_first_max","year_2_second_max","year_2_third_max","year_2_fourth_max","year_2_fifth_max","year_2_sixth_max","year_2_seventh_max","year_2_eighth_max","design_value","dv_validity_indicator","pollutant_standard","primary_standard_level","comparison_scale","statistic_name","parameter_name","unit_code","units_of_measure","year_0_high_sub","year_0_low_sub","year_1_high_sub","year_1_low_sub","year_2_high_sub","year_2_low_sub","all_12_qtrs_gt_50","all_12_qtrs_gt_75","all_4_qtrs_gt_200_days","select_date"
9426,5,20,"207","30","087","0761","42602",2016,45.603052669,-106.464744494,"NO CHEYENNE, GARFIELD PEAK, COLSTRIP","Not in a city","Rosebud",,,"Not in an urban area",,"Montana","Northern Cheyenne Tribe of Northern Cheyenne Indian Reservation, MT",302,2,5.06953642384106,49,"U",193,1,5.18652849740933,75,"U",344,4,2.50290697674419,10,"U",82,61,92,67,79,55,0,59,89,79,90,86,250,195,182,212,0.95,0.71,1,0.88,0.91,0.68,0,0.74,1,0.92,0.99,0.98,0,0,0,0,75,252,66,78,78,71,68,66,59,54,49,48,252,157,134,99,75,41,33,25,137,70,33,23,20,14,11,10,45,"N","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",252,,,,10,10,"N","N","N",2015-12-31 23:00:00
9426,5,20,"207","30","087","0761","42602",2017,45.603052669,-106.464744494,"NO CHEYENNE, GARFIELD PEAK, COLSTRIP","Not in a city","Rosebud",,,"Not in an urban area",,"Montana","Northern Cheyenne Tribe of Northern Cheyenne Indian Reservation, MT",318,3,2.35534591194969,17,"U",302,2,5.06953642384106,49,"U",193,1,5.18652849740933,75,"U",65,82,92,79,82,61,92,67,79,55,0,59,226,198,184,205,0.81,0.99,1,0.88,0.95,0.71,1,0.88,0.91,0.68,0,0.74,0,0,0,0,75,252,66,78,48,26,23,21,18,17,17,17,78,71,68,66,59,54,49,48,252,157,134,99,75,41,33,25,47,"N","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",17,,252,,,,"N","N","N",2016-12-31 23:00:00
9426,5,20,"207","30","087","0761","42602",2018,45.603052669,-106.464744494,"NO CHEYENNE, GARFIELD PEAK, COLSTRIP","Not in a city","Rosebud",,,"Not in an urban area",,"Montana","Northern Cheyenne Tribe of Northern Cheyenne Indian Reservation, MT",,,,,,318,3,2.35534591194969,17,"U",302,2,5.06953642384106,49,"U",,,,,65,82,92,79,82,61,92,67,,,,,,,,,0.81,0.99,1,0.88,0.95,0.71,1,0.88,0,0,0,0,48,68,66,78,,,,,,,,,48,26,23,21,18,17,17,17,78,71,68,66,59,54,49,48,33,"N","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",,,17,,68,,"N","N","N",2017-12-31 23:00:00
9426,5,20,"207","30","087","0761","42602",2019,45.603052669,-106.464744494,"NO CHEYENNE, GARFIELD PEAK, COLSTRIP","Not in a city","Rosebud",,,"Not in an urban area",,"Montana","Northern Cheyenne Tribe of Northern Cheyenne Indian Reservation, MT",,,,,,,,,,,318,3,2.35534591194969,17,"U",,,,,,,,,65,82,92,79,,,,,,,,,,,,,0.81,0.99,1,0.88,0,0,0,0,48,23,7,21,,,,,,,,,,,,,,,,,48,26,23,21,18,17,17,17,17,"N","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",,,,,17,,"N","N","N",2018-12-31 23:00:00
9427,5,20,"207","30","087","0762","42602",2013,45.648328214,-106.55724716,"NO CHEYENNE, BADGER PEAK, COLSTRIP","Not in a city","Rosebud",,"NOCH1","Not in an urban area",,"Montana","Northern Cheyenne Tribe of Northern Cheyenne Indian Reservation, MT",333,4,3.28528528528529,9,"U",348,4,4.83333333333333,14,"U",314,3,5.98407643312102,48,"U",85,74,85,89,88,90,86,84,56,79,92,87,229,243,263,260,0.99,0.87,0.95,1,0.99,1,0.98,0.96,0.66,0.91,1,0.98,1,1,1,1,15,23,147,56,15,15,15,14,10,10,9,9,147,76,73,41,23,23,15,14,56,53,52,51,50,49,48,46,24,"Y","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",9,9,14,14,48,,"Y","N","Y",2012-12-31 23:00:00
9427,5,20,"207","30","087","0762","42602",2014,45.648328214,-106.55724716,"NO CHEYENNE, BADGER PEAK, COLSTRIP","Not in a city","Rosebud",,"NOCH1","Not in an urban area",,"Montana","Northern Cheyenne Tribe of Northern Cheyenne Indian Reservation, MT",346,4,3.00578034682081,10,"U",333,4,3.28528528528529,9,"U",348,4,4.83333333333333,14,"U",90,72,92,92,85,74,85,89,88,90,86,84,263,236,263,265,1,0.87,1,1,0.99,0.87,0.95,1,0.99,1,0.98,0.96,1,1,0,0,15,23,147,15,14,12,12,11,11,10,10,10,15,15,15,14,10,10,9,9,147,76,73,41,23,23,15,14,11,"Y","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",10,10,9,9,14,14,"Y","Y","Y",2013-12-31 23:00:00
9427,5,20,"207","30","087","0762","42602",2015,45.648328214,-106.55724716,"NO CHEYENNE, BADGER PEAK, COLSTRIP","Not in a city","Rosebud",,"NOCH1","Not in an urban area",,"Montana","Northern Cheyenne Tribe of Northern Cheyenne Indian Reservation, MT",303,3,1.87458745874587,10,"U",346,4,3.00578034682081,10,"U",333,4,3.28528528528529,9,"U",89,32,90,92,90,72,92,92,85,74,85,89,264,178,267,273,1,0.38,1,1,1,0.87,1,1,0.99,0.87,0.95,1,0,0,0,0,15,10,15,18,18,12,12,11,10,10,10,10,14,12,12,11,11,10,10,10,15,15,15,14,10,10,9,9,10,"N","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",,,10,10,9,9,"N","N","N",2014-12-31 23:00:00
9427,5,20,"207","30","087","0762","42602",2016,45.648328214,-106.55724716,"NO CHEYENNE, BADGER PEAK, COLSTRIP","Not in a city","Rosebud",,"NOCH1","Not in an urban area",,"Montana","Northern Cheyenne Tribe of Northern Cheyenne Indian Reservation, MT",362,4,2.88397790055249,13,"U",303,3,1.87458745874587,10,"U",346,4,3.00578034682081,10,"U",91,91,92,88,89,32,90,92,90,72,92,92,270,195,274,272,1,1,1,0.97,1,0.38,1,1,1,0.87,1,1,0,0,0,0,20,14,19,18,20,19,18,18,17,14,14,13,18,12,12,11,10,10,10,10,14,12,12,11,11,10,10,10,11,"N","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",13,13,,,10,10,"N","N","N",2015-12-31 23:00:00
9427,5,20,"207","30","087","0762","42602",2017,45.648328214,-106.55724716,"NO CHEYENNE, BADGER PEAK, COLSTRIP","Not in a city","Rosebud",,"NOCH1","Not in an urban area",,"Montana","Northern Cheyenne Tribe of Northern Cheyenne Indian Reservation, MT",336,3,1.97321428571429,9,"U",362,4,2.88397790055249,13,"U",303,3,1.87458745874587,10,"U",61,91,92,92,91,91,92,88,89,32,90,92,241,214,274,272,0.7,1,1,1,1,1,1,0.97,1,0.38,1,1,0,0,0,0,20,14,19,18,15,13,13,12,10,9,9,9,20,19,18,18,17,14,14,13,18,12,12,11,10,10,10,10,11,"N","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",20,,13,13,,,"N","N","Y",2016-12-31 23:00:00
9427,5,20,"207","30","087","0762","42602",2018,45.648328214,-106.55724716,"NO CHEYENNE, BADGER PEAK, COLSTRIP","Not in a city","Rosebud",,"NOCH1","Not in an urban area",,"Montana","Northern Cheyenne Tribe of Northern Cheyenne Indian Reservation, MT",,,,,,336,3,1.97321428571429,9,"U",362,4,2.88397790055249,13,"U",,,,,61,91,92,92,91,91,92,88,,,,,,,,,0.7,1,1,1,1,1,1,0.97,0,0,0,0,20,14,19,12,,,,,,,,,15,13,13,12,10,9,9,9,20,19,18,18,17,14,14,13,11,"N","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",,,20,,13,13,"N","N","N",2017-12-31 23:00:00
9427,5,20,"207","30","087","0762","42602",2019,45.648328214,-106.55724716,"NO CHEYENNE, BADGER PEAK, COLSTRIP","Not in a city","Rosebud",,"NOCH1","Not in an urban area",,"Montana","Northern Cheyenne Tribe of Northern Cheyenne Indian Reservation, MT",,,,,,,,,,,336,3,1.97321428571429,9,"U",,,,,,,,,61,91,92,92,,,,,,,,,,,,,0.7,1,1,1,0,0,0,0,13,6,15,12,,,,,,,,,,,,,,,,,15,13,13,12,10,9,9,9,9,"N","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",,,,,13,,"N","N","N",2018-12-31 23:00:00
91229,5,20,,"32","003","0075","42602",2013,36.270592,-115.238282,"6651 W. AZURE AVE","Las Vegas","Clark","Joe Neal","CAMS75","Las Vegas, NV","Las Vegas-Henderson-Paradise, NV","Nevada",,285,2,17.8221052631579,36.5,"S",343,4,18.8810495626822,43.2,"S",347,4,18.6268011527378,43,"U",90,91,60,44,91,90,79,83,88,87,84,88,269,268,223,215,1,1,0.95,0.91,1,1,0.91,0.95,1,0.99,0.95,0.98,0,0,-1.2,0.6,45.8,36.2,33.8,46.2,40.6,39.2,38.5,38.5,37.8,37.4,36.5,36.2,45.8,45.6,44.7,43.8,43.7,43.3,43.2,42.8,46.2,44.4,44.3,44,43.5,43.5,43,42.9,41,"N","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",,,43.2,43.2,43,43,"Y","Y","Y",2012-12-31 23:00:00
91229,5,20,,"32","003","0075","42602",2014,36.270592,-115.238282,"6651 W. AZURE AVE","Las Vegas","Clark","Joe Neal","CAMS75","Las Vegas, NV","Las Vegas-Henderson-Paradise, NV","Nevada",,290,3,21.3379310344827,44.2,"S",285,2,17.8221052631579,36.5,"S",343,4,18.8810495626822,43.2,"S",85,45,69,91,90,91,60,44,91,90,79,83,266,226,208,218,1,0.88,0.85,1,1,1,0.95,0.91,1,1,0.91,0.95,0,0,-1.2,0.6,45.8,45.7,43.7,49.1,49.1,49,47.3,47.1,45.7,44.2,43.7,43.6,40.6,39.2,38.5,38.5,37.8,37.4,36.5,36.2,45.8,45.6,44.7,43.8,43.7,43.3,43.2,42.8,41,"N","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",45.7,,,,43.2,43.2,"Y","Y","Y",2013-12-31 23:00:00
91229,5,20,,"32","003","0075","42602",2015,36.270592,-115.238282,"6651 W. AZURE AVE","Las Vegas","Clark","Joe Neal","CAMS75","Las Vegas, NV","Las Vegas-Henderson-Paradise, NV","Nevada",,327,4,19.6691131498471,44,"Y",290,3,21.3379310344827,44.2,"S",285,2,17.8221052631579,36.5,"S",73,89,73,92,85,45,69,91,90,91,60,44,248,225,202,227,0.89,1,0.88,1,1,0.88,0.85,1,1,1,0.95,0.91,0,0,-1.2,0.9,46.5,45.7,43.7,49.1,46.5,45.2,45,44.9,44.5,44.4,44,43.9,49.1,49,47.3,47.1,45.7,44.2,43.7,43.6,40.6,39.2,38.5,38.5,37.8,37.4,36.5,36.2,42,"N","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",44,44,45.7,,,,"Y","Y","Y",2014-12-31 23:00:00
91229,5,20,,"32","003","0075","42602",2016,36.270592,-115.238282,"6651 W. AZURE AVE","Las Vegas","Clark","Joe Neal","CAMS75","Las Vegas, NV","Las Vegas-Henderson-Paradise, NV","Nevada",,357,4,19.353781512605,43.9,"Y",327,4,19.6691131498471,44,"Y",290,3,21.3379310344827,44.2,"S",90,91,92,84,73,89,73,92,85,45,69,91,248,225,234,267,1,1,1,0.97,0.89,1,0.88,1,1,0.88,0.85,1,0.9,1.2,-0.3,0.9,46.5,45.7,43.7,56.7,56.7,54.2,49.5,47.5,47.5,47.3,44.9,43.9,46.5,45.2,45,44.9,44.5,44.4,44,43.9,49.1,49,47.3,47.1,45.7,44.2,43.7,43.6,44,"Y","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",43.9,43.9,44,44,45.7,,"Y","Y","Y",2015-12-31 23:00:00
91229,5,20,,"32","003","0075","42602",2017,36.270592,-115.238282,"6651 W. AZURE AVE","Las Vegas","Clark","Joe Neal","CAMS75","Las Vegas, NV","Las Vegas-Henderson-Paradise, NV","Nevada",,359,4,20.5011142061281,42.9,"Y",357,4,19.353781512605,43.9,"Y",327,4,19.6691131498471,44,"Y",89,88,92,90,90,91,92,84,73,89,73,92,252,268,257,266,1,1,1,0.99,1,1,1,0.97,0.89,1,0.88,1,1.8,1.3,3.2,0.9,46.5,42.9,36.5,56.7,46.9,46.5,45.8,45.7,44.4,43.8,43.1,42.9,56.7,54.2,49.5,47.5,47.5,47.3,44.9,43.9,46.5,45.2,45,44.9,44.5,44.4,44,43.9,44,"Y","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",42.9,42.9,43.9,43.9,44,44,"Y","Y","Y",2016-12-31 23:00:00
91229,5,20,,"32","003","0075","42602",2018,36.270592,-115.238282,"6651 W. AZURE AVE","Las Vegas","Clark","Joe Neal","CAMS75","Las Vegas, NV","Las Vegas-Henderson-Paradise, NV","Nevada",,364,4,21.1494505494505,41.4,"Y",359,4,20.5011142061281,42.9,"Y",357,4,19.353781512605,43.9,"Y",90,91,92,91,89,88,92,90,90,91,92,84,269,270,276,265,1,1,1,1,1,1,1,0.99,1,1,1,0.97,1.8,1.3,4.3,4.3,46.4,42.9,34,56.7,46.4,46.2,45.7,42.6,42.4,41.8,41.5,41.4,46.9,46.5,45.8,45.7,44.4,43.8,43.1,42.9,56.7,54.2,49.5,47.5,47.5,47.3,44.9,43.9,43,"Y","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",41.4,41.4,42.9,42.9,43.9,43.9,"Y","Y","Y",2017-12-31 23:00:00
91229,5,20,,"32","003","0075","42602",2019,36.270592,-115.238282,"6651 W. AZURE AVE","Las Vegas","Clark","Joe Neal","CAMS75","Las Vegas, NV","Las Vegas-Henderson-Paradise, NV","Nevada",,354,4,20.0251412429378,41.7,"Y",364,4,21.1494505494505,41.4,"Y",359,4,20.5011142061281,42.9,"Y",90,86,89,89,90,91,92,91,89,88,92,90,269,265,273,270,1,0.97,1,1,1,1,1,1,1,1,1,0.99,3.5,2.3,5.3,4.3,46.4,42.9,34,46.9,45.7,43.5,43.2,42.9,42.7,42,41.8,41.7,46.4,46.2,45.7,42.6,42.4,41.8,41.5,41.4,46.9,46.5,45.8,45.7,44.4,43.8,43.1,42.9,42,"Y","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",41.7,41.7,41.4,41.4,42.9,42.9,"Y","Y","Y",2018-12-31 23:00:00
91229,5,20,,"32","003","0075","42602",2020,36.270592,-115.238282,"6651 W. AZURE AVE","Las Vegas","Clark","Joe Neal","CAMS75","Las Vegas, NV","Las Vegas-Henderson-Paradise, NV","Nevada",,363,4,19.5920110192837,40.4,"Y",354,4,20.0251412429378,41.7,"Y",364,4,21.1494505494505,41.4,"Y",90,91,90,92,90,86,89,89,90,91,92,91,270,268,271,272,1,1,0.99,1,1,0.97,1,1,1,1,1,1,3.4,1.6,2.8,4.5,46.4,32.7,34,46.7,46.7,44.1,41.5,41,41,40.8,40.5,40.4,45.7,43.5,43.2,42.9,42.7,42,41.8,41.7,46.4,46.2,45.7,42.6,42.4,41.8,41.5,41.4,41,"Y","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",40.4,40.4,41.7,41.7,41.4,41.4,"Y","Y","Y",2019-12-31 23:00:00
91229,5,20,,"32","003","0075","42602",2021,36.270592,-115.238282,"6651 W. AZURE AVE","Las Vegas","Clark","Joe Neal","CAMS75","Las Vegas, NV","Las Vegas-Henderson-Paradise, NV","Nevada",,358,4,18.0539106145251,38.1,"Y",363,4,19.5920110192837,40.4,"Y",354,4,20.0251412429378,41.7,"Y",90,91,88,89,90,91,90,92,90,86,89,89,270,268,267,270,1,1,0.97,1,1,1,0.99,1,1,0.97,1,1,3.1,1.6,2.8,3.7,41.7,29.2,32.4,46.7,46.5,44.1,43.4,41.1,41.1,39.7,39.3,38.1,46.7,44.1,41.5,41,41,40.8,40.5,40.4,45.7,43.5,43.2,42.9,42.7,42,41.8,41.7,40,"Y","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",38.1,38.1,40.4,40.4,41.7,41.7,"Y","Y","Y",2020-12-31 23:00:00
91229,5,20,,"32","003","0075","42602",2022,36.270592,-115.238282,"6651 W. AZURE AVE","Las Vegas","Clark","Joe Neal","CAMS75","Las Vegas, NV","Las Vegas-Henderson-Paradise, NV","Nevada",,363,4,16.7741046831956,40.2,"Y",358,4,18.0539106145251,38.1,"Y",363,4,19.5920110192837,40.4,"Y",89,90,92,92,90,91,88,89,90,91,90,92,269,272,270,273,1,1,1,1,1,1,0.97,1,1,1,0.99,1,0.9,1.6,2.8,2.4,52.2,31.8,27.9,46.7,52.2,42.8,42.3,41.6,40.7,40.5,40.2,40.2,46.5,44.1,43.4,41.1,41.1,39.7,39.3,38.1,46.7,44.1,41.5,41,41,40.8,40.5,40.4,40,"Y","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",40.2,40.2,38.1,38.1,40.4,40.4,"Y","Y","Y",2021-12-31 23:00:00
95553,5,20,,"32","003","0540","42602",2017,36.141875,-115.078742,"4250 Karen Ave","Sunrise Manor","Clark","Jerome Mack-NCore","CAMS0540","Las Vegas, NV","Las Vegas-Henderson-Paradise, NV","Nevada",,255,3,33.8776470588235,54.6,"Y",,,,,,,,,,,,74,89,92,,,,,,,,,,,,,,0.85,1,1,,,,,,,,,,1.5,5.9,7.2,,57.9,48,64,64,59,58.8,57.9,55.8,54.6,54.4,52.6,,,,,,,,,,,,,,,,,55,"N","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",,,,,,,"N","N","N",2016-12-31 23:00:00
95553,5,20,,"32","003","0540","42602",2018,36.141875,-115.078742,"4250 Karen Ave","Sunrise Manor","Clark","Jerome Mack-NCore","CAMS0540","Las Vegas, NV","Las Vegas-Henderson-Paradise, NV","Nevada",,356,4,31.6061797752809,50.8,"Y",255,3,33.8776470588235,54.6,"Y",,,,,,81,91,92,92,,74,89,92,,,,,,,,,0.92,1,1,1,,0.85,1,1,,,,,5.7,1.5,5.9,5.6,61.1,57.9,59.4,64,61.1,59.4,56,55.5,52.3,51.5,51.5,50.8,64,59,58.8,57.9,55.8,54.6,54.4,52.6,,,,,,,,,53,"N","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",50.8,50.8,,,,,"N","N","N",2017-12-31 23:00:00
95553,5,20,,"32","003","0540","42602",2019,36.141875,-115.078742,"4250 Karen Ave","Sunrise Manor","Clark","Jerome Mack-NCore","CAMS0540","Las Vegas, NV","Las Vegas-Henderson-Paradise, NV","Nevada",,346,4,32.2791907514451,51.9,"Y",356,4,31.6061797752809,50.8,"Y",255,3,33.8776470588235,54.6,"Y",90,83,90,83,81,91,92,92,,74,89,92,,248,271,267,1,0.98,1,0.97,0.92,1,1,1,,0.85,1,1,5.7,1.5,5.9,5.6,61.1,57.9,59.4,64,59.4,55.1,53.9,53.2,53,52.6,51.9,51.8,61.1,59.4,56,55.5,52.3,51.5,51.5,50.8,64,59,58.8,57.9,55.8,54.6,54.4,52.6,52,"N","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",51.9,51.9,50.8,50.8,,,"N","N","N",2018-12-31 23:00:00
95553,5,20,,"32","003","0540","42602",2020,36.141875,-115.078742,"4250 Karen Ave","Sunrise Manor","Clark","Jerome Mack-NCore","CAMS0540","Las Vegas, NV","Las Vegas-Henderson-Paradise, NV","Nevada",,357,4,31.9607843137255,49.7,"Y",346,4,32.2791907514451,51.9,"Y",356,4,31.6061797752809,50.8,"Y",89,90,92,86,90,83,90,83,81,91,92,92,260,264,274,261,1,1,1,0.96,1,0.98,1,0.97,0.92,1,1,1,3.7,3,6.2,5.6,61.1,55.5,59.4,55.1,54.8,54,51.7,51.7,51.4,50.4,49.9,49.7,59.4,55.1,53.9,53.2,53,52.6,51.9,51.8,61.1,59.4,56,55.5,52.3,51.5,51.5,50.8,51,"Y","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",49.7,49.7,51.9,51.9,50.8,50.8,"Y","Y","Y",2019-12-31 23:00:00
95553,5,20,,"32","003","0540","42602",2021,36.141875,-115.078742,"4250 Karen Ave","Sunrise Manor","Clark","Jerome Mack-NCore","CAMS0540","Las Vegas, NV","Las Vegas-Henderson-Paradise, NV","Nevada",,359,4,29.7651810584958,47.2,"Y",357,4,31.9607843137255,49.7,"Y",346,4,32.2791907514451,51.9,"Y",90,91,86,92,89,90,92,86,90,83,90,83,269,264,268,261,1,1,0.96,1,1,1,1,0.96,1,0.98,1,0.97,3.7,3,3.3,7.2,51.7,53,59.4,55.1,51.3,50.4,49.5,49.4,48.2,48.1,47.5,47.2,54.8,54,51.7,51.7,51.4,50.4,49.9,49.7,59.4,55.1,53.9,53.2,53,52.6,51.9,51.8,50,"Y","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",47.2,47.2,49.7,49.7,51.9,51.9,"Y","Y","Y",2020-12-31 23:00:00
95553,5,20,,"32","003","0540","42602",2022,36.141875,-115.078742,"4250 Karen Ave","Sunrise Manor","Clark","Jerome Mack-NCore","CAMS0540","Las Vegas, NV","Las Vegas-Henderson-Paradise, NV","Nevada",,356,4,27.6831460674157,44.7,"Y",359,4,29.7651810584958,47.2,"Y",357,4,31.9607843137255,49.7,"Y",88,90,87,91,90,91,86,92,89,90,92,86,267,271,265,269,1,1,1,1,1,1,0.96,1,1,1,1,0.96,3.5,2.9,3.3,2.7,51.7,50.4,54.8,51.7,48.8,48.2,47.6,45.1,45,45,44.7,44.7,51.3,50.4,49.5,49.4,48.2,48.1,47.5,47.2,54.8,54,51.7,51.7,51.4,50.4,49.9,49.7,47,"Y","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",44.7,44.7,47.2,47.2,49.7,49.7,"Y","Y","Y",2021-12-31 23:00:00
9756,5,20,,"32","003","0561","42602",2013,36.163962,-115.11393,"2501 SUNRISE AVENUE","Las Vegas","Clark","Sunrise Acres","CAMS0561","Las Vegas, NV","Las Vegas-Henderson-Paradise, NV","Nevada",,233,2,32.8824034334764,47.2,"S",42,0,32.3404761904762,43.7,"S",,,,,,90,43,27,73,,,,42,,,,,,,,,1,1,0.97,1,,,,0.47,,,,,6.6,3.9,9.3,7.3,47,52.4,47.7,48,52.4,50.3,48,47.9,47.7,47.2,47.1,47,43.7,43.4,41.7,41.2,40.1,39.4,39.4,39.3,,,,,,,,,45,"N","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",,,,,,,"N","N","N",2012-12-31 23:00:00
9756,5,20,,"32","003","0561","42602",2014,36.163962,-115.11393,"2501 SUNRISE AVENUE","Las Vegas","Clark","Sunrise Acres","CAMS0561","Las Vegas, NV","Las Vegas-Henderson-Paradise, NV","Nevada",,259,2,31.6791505791506,50.4,"S",233,2,32.8824034334764,47.2,"S",42,0,32.3404761904762,43.7,"S",61,46,73,79,90,43,27,73,,,,42,,,,194,0.93,1,0.89,0.98,1,1,0.97,1,,,,0.47,6.6,2.7,4.5,2.9,52.3,56.5,51.3,48,56.5,52.3,52.3,52.3,51.3,50.8,50.4,50.1,52.4,50.3,48,47.9,47.7,47.2,47.1,47,43.7,43.4,41.7,41.2,40.1,39.4,39.4,39.3,47,"N","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",56.5,,,,,,"N","N","N",2013-12-31 23:00:00
9756,5,20,,"32","003","0561","42602",2015,36.163962,-115.11393,"2501 SUNRISE AVENUE","Las Vegas","Clark","Sunrise Acres","CAMS0561","Las Vegas, NV","Las Vegas-Henderson-Paradise, NV","Nevada",,347,4,33.1616714697406,52.3,"Y",259,2,31.6791505791506,50.4,"S",233,2,32.8824034334764,47.2,"S",84,79,92,92,61,46,73,79,90,43,27,73,235,168,192,244,0.99,0.98,1,1,0.93,1,0.89,0.98,1,1,0.97,1,6.6,2.7,4.5,2.9,52.9,56.5,58.1,57.9,58.1,57.9,57,54.2,53.1,52.9,52.3,52.3,56.5,52.3,52.3,52.3,51.3,50.8,50.4,50.1,52.4,50.3,48,47.9,47.7,47.2,47.1,47,50,"N","NO2 1-hour 2010",100,0,"Annual 98th Percentile","Nitrogen dioxide (NO2)","008","Parts per billion",52.3,52.3,56.5,,,,"Y","Y","N",2014-12-31 23:00:00
